id,fantasy1,fantasy2,fantasy3,fantasy4,fantasy5,fantasy6,fantasy7,empathic_concern_1,empathic_concern_2,empathic_concern_3,empathic_concern_4,empathic_concern_5,empathic_concern_6,empathic_concern_7,personal_distress1,personal_distress2,personal_distress3,personal_distress4,personal_distress5,personal_distress6,role_taking1,role_taking2,role_taking3,role_taking4,role_taking5,role_taking6,prejudice_denial1,prejudice_denial2,prejudice_denial3,prejudice_denial4,prejudice_denial5,prejudice_denial6,prejudice_denial7,prejudice_denial8,prejudice_denial9,statement_of_differences1,statement_of_differences2,statement_of_differences3,statement_of_differences4,statement_of_differences5,negative_affects1,negative_affects2,negative_affects3,negative_affects4,negative_affects5,negative_affects6,negative_affects7,negative_affects8,negative_affects9,negative_affects10,positive_affects1,positive_affects2,positive_affects3,positive_affects4,positive_affects5,positive_affects6,positive_affects7,positive_affects8,positive_affects9,positive_affects10,gender,age,race,marital_status,household_income,family_members,academic_background
49.00,4.00,5.00,4.00,5.00,4.00,5.00,4.00,4.00,5.00,4.00,4.00,3.00,4.00,2.00,4.00,4.00,4.00,2.00,5.00,3.00,3.00,5.00,5.00,4.00,2.00,4.00,1.00,1.00,3.00,1.00,1.00,1.00,1.00,1.00,5.00,1.00,1.00,1.00,1.00,1.00,3.00,2.00,5.00,4.00,5.00,3.00,4.00,4.00,2.00,4.00,2.00,2.00,2.00,2.00,3.00,2.00,2.00,4.00,2.00,3.00,Female,21.00,black,single,998.00,2.00,social_sciences_arts_education
50.00,2.00,2.00,1.00,1.00,1.00,3.00,3.00,5.00,5.00,5.00,4.00,5.00,2.00,3.00,3.00,2.00,3.00,3.00,2.00,2.00,5.00,2.00,3.00,2.00,3.00,5.00,1.00,1.00,7.00,1.00,1.00,1.00,2.00,1.00,1.00,1.00,1.00,3.00,1.00,1.00,2.00,2.00,3.00,1.00,5.00,4.00,2.00,4.00,2.00,2.00,4.00,5.00,5.00,5.00,3.00,5.00,5.00,5.00,5.00,5.00,Male,21.00,white,single,5000.00,5.00,social_sciences_arts_education
51.00,4.00,5.00,5.00,5.00,4.00,5.00,4.00,5.00,4.00,4.00,4.00,3.00,4.00,5.00,3.00,5.00,5.00,2.00,5.00,3.00,5.00,4.00,3.00,4.00,2.00,3.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4.00,1.00,1.00,4.00,4.00,4.00,4.00,5.00,3.00,4.00,4.00,2.00,4.00,1.00,2.00,2.00,3.00,2.00,3.00,3.00,2.00,3.00,2.00,3.00,4.00,Female,21.00,white,single,3000.00,4.00,social_sciences_arts_education
52.00,2.00,2.00,3.00,2.00,3.00,4.00,2.00,5.00,4.00,5.00,4.00,3.00,4.00,3.00,3.00,5.00,3.00,3.00,4.00,3.00,4.00,4.00,3.00,4.00,2.00,3.00,2.00,1.00,1.00,1.00,1.00,1.00,2.00,1.00,1.00,2.00,1.00,2.00,1.00,4.00,2.00,4.00,5.00,4.00,5.00,3.00,2.00,3.00,1.00,3.00,3.00,3.00,5.00,3.00,3.00,3.00,2.00,4.00,3.00,4.00,Male,23.00,white,single,4000.00,2.00,healthcare 
54.00,2.00,5.00,5.00,3.00,5.00,5.00,5.00,3.00,5.00,4.00,4.00,3.00,4.00,4.00,4.00,5.00,4.00,2.00,4.00,3.00,1.00,4.00,3.00,2.00,2.00,3.00,1.00,1.00,1.00,1.00,1.00,1.00,7.00,1.00,4.00,4.00,1.00,1.00,5.00,4.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,2.00,3.00,2.00,2.00,3.00,3.00,4.00,2.00,3.00,2.00,2.00,4.00,Female,20.00,black,single,1220.00,1.00,healthcare 
55.00,5.00,5.00,5.00,3.00,5.00,4.00,4.00,5.00,5.00,4.00,4.00,4.00,4.00,5.00,4.00,3.00,3.00,1.00,2.00,2.00,5.00,4.00,4.00,4.00,3.00,4.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,5.00,1.00,1.00,1.00,1.00,1.00,3.00,4.00,4.00,4.00,3.00,4.00,4.00,4.00,4.00,4.00,2.00,2.00,3.00,4.00,2.00,3.00,3.00,3.00,3.00,3.00,Female,20.00,white,single,500.00,4.00,social_sciences_arts_education
56.00,1.00,4.00,4.00,4.00,5.00,5.00,4.00,5.00,5.00,4.00,4.00,4.00,4.00,5.00,4.00,4.00,4.00,2.00,3.00,3.00,5.00,4.00,5.00,4.00,4.00,4.00,1.00,1.00,2.00,4.00,1.00,1.00,2.00,1.00,3.00,1.00,2.00,3.00,2.00,1.00,2.00,3.00,4.00,5.00,2.00,1.00,3.00,2.00,2.00,2.00,3.00,3.00,4.00,4.00,4.00,4.00,4.00,4.00,3.00,5.00,Female,25.00,black,single,4000.00,6.00,social_sciences_arts_education
57.00,4.00,4.00,5.00,3.00,2.00,4.00,4.00,5.00,4.00,5.00,4.00,4.00,4.00,3.00,5.00,5.00,5.00,4.00,4.00,4.00,4.00,4.00,5.00,4.00,4.00,4.00,1.00,2.00,5.00,1.00,1.00,1.00,3.00,1.00,1.00,3.00,3.00,1.00,1.00,1.00,4.00,5.00,5.00,3.00,3.00,1.00,4.00,3.00,4.00,2.00,3.00,4.00,4.00,4.00,4.00,4.00,4.00,5.00,4.00,4.00,Male,20.00,black,single,1500.00,4.00,exact_ biological_sciences
58.00,2.00,4.00,5.00,4.00,2.00,5.00,4.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,3.00,3.00,5.00,5.00,5.00,5.00,5.00,4.00,5.00,1.00,4.00,5.00,2.00,1.00,1.00,3.00,1.00,1.00,1.00,1.00,7.00,4.00,1.00,5.00,4.00,4.00,5.00,5.00,5.00,5.00,5.00,5.00,3.00,3.00,3.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,Female,20.00,brown,single,1014.00,3.00,exact_ biological_sciences
59.00,5.00,3.00,3.00,2.00,3.00,3.00,3.00,4.00,4.00,4.00,3.00,4.00,3.00,1.00,3.00,5.00,3.00,2.00,1.00,2.00,4.00,5.00,4.00,5.00,1.00,3.00,1.00,1.00,3.00,1.00,1.00,1.00,2.00,1.00,6.00,1.00,1.00,5.00,2.00,1.00,2.00,5.00,4.00,2.00,1.00,1.00,4.00,1.00,2.00,2.00,4.00,3.00,4.00,5.00,3.00,5.00,4.00,5.00,4.00,5.00,Female,19.00,brown,single,2500.00,4.00,exact_ biological_sciences
60.00,3.00,4.00,4.00,4.00,5.00,5.00,5.00,3.00,5.00,5.00,4.00,3.00,4.00,4.00,5.00,5.00,5.00,1.00,5.00,2.00,5.00,5.00,5.00,5.00,3.00,4.00,6.00,5.00,2.00,6.00,1.00,2.00,2.00,1.00,3.00,4.00,5.00,7.00,5.00,2.00,3.00,4.00,5.00,5.00,4.00,2.00,3.00,4.00,2.00,2.00,4.00,5.00,5.00,5.00,4.00,4.00,4.00,5.00,5.00,5.00,Female,22.00,brown,single,2500.00,5.00,exact_ biological_sciences
61.00,5.00,5.00,5.00,5.00,5.00,3.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,3.00,5.00,3.00,4.00,2.00,3.00,1.00,5.00,5.00,5.00,5.00,5.00,5.00,1.00,1.00,1.00,2.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,6.00,1.00,1.00,2.00,5.00,5.00,3.00,3.00,1.00,3.00,2.00,5.00,3.00,3.00,4.00,5.00,5.00,4.00,5.00,5.00,5.00,5.00,3.00,Female,23.00,white,single,1000.00,4.00,exact_ biological_sciences
62.00,5.00,5.00,4.00,5.00,4.00,3.00,4.00,4.00,5.00,4.00,4.00,5.00,3.00,3.00,3.00,4.00,4.00,1.00,4.00,4.00,5.00,4.00,3.00,3.00,3.00,4.00,1.00,2.00,1.00,2.00,1.00,1.00,2.00,1.00,2.00,2.00,3.00,1.00,1.00,2.00,2.00,4.00,5.00,4.00,3.00,2.00,2.00,3.00,2.00,3.00,3.00,3.00,3.00,2.00,2.00,4.00,5.00,4.00,3.00,3.00,Female,32.00,white,married_partnered,2500.00,2.00,exact_ biological_sciences
63.00,5.00,4.00,5.00,5.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,3.00,2.00,5.00,5.00,4.00,2.00,3.00,2.00,4.00,4.00,4.00,4.00,3.00,4.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4.00,2.00,3.00,2.00,4.00,2.00,2.00,3.00,2.00,2.00,3.00,4.00,4.00,4.00,4.00,4.00,5.00,4.00,4.00,4.00,Male,20.00,white,single,4000.00,5.00,exact_ biological_sciences
64.00,3.00,4.00,5.00,2.00,5.00,5.00,4.00,4.00,5.00,4.00,4.00,4.00,4.00,4.00,2.00,3.00,4.00,3.00,5.00,1.00,4.00,4.00,3.00,4.00,1.00,4.00,1.00,1.00,1.00,1.00,1.00,1.00,7.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4.00,2.00,3.00,4.00,3.00,3.00,2.00,4.00,2.00,3.00,3.00,4.00,3.00,5.00,4.00,4.00,4.00,5.00,4.00,4.00,Female,22.00,brown,single,4000.00,5.00,exact_ biological_sciences
65.00,4.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,4.00,4.00,3.00,3.00,4.00,3.00,4.00,3.00,5.00,1.00,1.00,4.00,1.00,1.00,1.00,1.00,1.00,2.00,3.00,4.00,4.00,5.00,2.00,5.00,4.00,5.00,5.00,5.00,4.00,5.00,5.00,4.00,5.00,1.00,1.00,5.00,4.00,3.00,3.00,5.00,3.00,5.00,4.00,Female,20.00,white,single,1500.00,5.00,exact_ biological_sciences
66.00,2.00,3.00,4.00,4.00,4.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,4.00,5.00,4.00,4.00,5.00,2.00,3.00,4.00,5.00,5.00,5.00,5.00,4.00,4.00,4.00,4.00,4.00,1.00,1.00,3.00,4.00,1.00,1.00,1.00,1.00,4.00,4.00,1.00,2.00,3.00,4.00,3.00,2.00,3.00,3.00,2.00,2.00,2.00,3.00,3.00,4.00,3.00,4.00,5.00,4.00,4.00,4.00,5.00,Female,26.00,black,single,1800.00,5.00,exact_ biological_sciences
67.00,5.00,3.00,2.00,4.00,3.00,3.00,1.00,5.00,5.00,3.00,5.00,5.00,4.00,1.00,2.00,3.00,1.00,1.00,2.00,2.00,5.00,5.00,3.00,5.00,3.00,5.00,7.00,5.00,7.00,4.00,2.00,5.00,2.00,5.00,3.00,4.00,4.00,1.00,4.00,1.00,2.00,3.00,2.00,4.00,3.00,4.00,2.00,4.00,1.00,2.00,5.00,5.00,5.00,5.00,4.00,5.00,2.00,5.00,5.00,4.00,Male,25.00,white,single,1996.00,4.00,exact_ biological_sciences
68.00,3.00,3.00,4.00,1.00,1.00,3.00,3.00,5.00,5.00,5.00,5.00,5.00,4.00,3.00,5.00,5.00,5.00,1.00,1.00,1.00,5.00,4.00,5.00,5.00,5.00,5.00,1.00,1.00,1.00,1.00,1.00,7.00,4.00,1.00,1.00,1.00,7.00,7.00,1.00,1.00,3.00,5.00,5.00,5.00,3.00,5.00,1.00,4.00,1.00,2.00,4.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,4.00,Male,20.00,black,single,2500.00,2.00,exact_ biological_sciences
69.00,3.00,3.00,3.00,2.00,3.00,4.00,3.00,4.00,4.00,4.00,4.00,4.00,4.00,2.00,2.00,3.00,3.00,3.00,3.00,3.00,4.00,4.00,4.00,4.00,4.00,4.00,2.00,2.00,4.00,4.00,4.00,4.00,4.00,1.00,2.00,4.00,4.00,2.00,4.00,4.00,3.00,3.00,3.00,4.00,2.00,3.00,3.00,3.00,3.00,4.00,3.00,3.00,4.00,4.00,4.00,3.00,4.00,3.00,3.00,3.00,Female,20.00,white,single,1800.00,3.00,social_sciences_arts_education
70.00,3.00,4.00,4.00,3.00,3.00,4.00,4.00,5.00,5.00,5.00,5.00,5.00,5.00,3.00,5.00,5.00,4.00,2.00,3.00,2.00,4.00,5.00,5.00,5.00,3.00,4.00,1.00,1.00,2.00,1.00,1.00,2.00,1.00,1.00,3.00,3.00,4.00,4.00,5.00,3.00,4.00,4.00,4.00,5.00,2.00,2.00,2.00,3.00,3.00,4.00,3.00,4.00,4.00,4.00,3.00,3.00,4.00,3.00,4.00,3.00,Male,19.00,brown,single,400.00,1.00,exact_ biological_sciences
71.00,4.00,4.00,4.00,4.00,5.00,5.00,5.00,5.00,4.00,4.00,4.00,3.00,4.00,4.00,5.00,4.00,4.00,3.00,4.00,2.00,4.00,2.00,2.00,3.00,4.00,4.00,1.00,1.00,3.00,1.00,1.00,1.00,3.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,5.00,3.00,4.00,5.00,5.00,4.00,5.00,5.00,4.00,3.00,3.00,3.00,2.00,2.00,4.00,3.00,5.00,3.00,3.00,3.00,Male,23.00,brown,single,1500.00,3.00,social_sciences_arts_education
72.00,2.00,3.00,3.00,5.00,5.00,5.00,2.00,5.00,4.00,4.00,3.00,3.00,3.00,3.00,4.00,5.00,5.00,1.00,2.00,2.00,1.00,3.00,2.00,2.00,2.00,3.00,1.00,1.00,2.00,2.00,1.00,6.00,1.00,1.00,1.00,2.00,4.00,1.00,7.00,1.00,5.00,4.00,2.00,5.00,2.00,1.00,4.00,5.00,1.00,3.00,1.00,3.00,2.00,3.00,1.00,2.00,1.00,1.00,2.00,3.00,Female,21.00,black,single,3000.00,6.00,exact_ biological_sciences
73.00,1.00,5.00,4.00,3.00,5.00,5.00,3.00,5.00,5.00,5.00,5.00,5.00,4.00,4.00,5.00,5.00,5.00,3.00,3.00,4.00,4.00,4.00,4.00,4.00,3.00,4.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3.00,5.00,5.00,4.00,4.00,3.00,4.00,2.00,2.00,3.00,3.00,3.00,4.00,4.00,4.00,3.00,4.00,3.00,2.00,2.00,Male,32.00,white,single,7380.00,3.00,social_sciences_arts_education
74.00,4.00,4.00,3.00,3.00,5.00,5.00,3.00,5.00,5.00,5.00,5.00,4.00,5.00,3.00,3.00,1.00,3.00,1.00,3.00,2.00,4.00,3.00,4.00,5.00,3.00,4.00,1.00,1.00,1.00,1.00,1.00,1.00,2.00,1.00,1.00,4.00,1.00,1.00,4.00,4.00,2.00,3.00,3.00,1.00,3.00,5.00,1.00,4.00,1.00,1.00,3.00,4.00,4.00,4.00,4.00,4.00,4.00,5.00,4.00,4.00,Female,19.00,brown,single,998.00,2.00,social_sciences_arts_education
75.00,4.00,4.00,3.00,3.00,4.00,5.00,5.00,5.00,5.00,4.00,5.00,4.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,3.00,4.00,5.00,5.00,4.00,3.00,4.00,1.00,1.00,1.00,1.00,1.00,1.00,2.00,1.00,1.00,1.00,1.00,4.00,1.00,1.00,4.00,5.00,5.00,3.00,4.00,2.00,4.00,3.00,5.00,4.00,2.00,3.00,5.00,3.00,2.00,5.00,5.00,5.00,5.00,5.00,Female,23.00,asian,married_partnered,1300.00,2.00,social_sciences_arts_education
76.00,2.00,4.00,4.00,4.00,3.00,4.00,4.00,5.00,5.00,5.00,5.00,4.00,4.00,4.00,3.00,4.00,3.00,2.00,3.00,2.00,5.00,5.00,4.00,5.00,3.00,4.00,1.00,1.00,4.00,1.00,1.00,1.00,3.00,4.00,3.00,2.00,2.00,4.00,3.00,2.00,2.00,4.00,4.00,5.00,4.00,2.00,3.00,1.00,3.00,3.00,2.00,3.00,4.00,4.00,4.00,3.00,4.00,3.00,4.00,4.00,Female,25.00,brown,single,212.00,6.00,social_sciences_arts_education
77.00,4.00,4.00,5.00,2.00,3.00,5.00,5.00,2.00,4.00,4.00,3.00,3.00,2.00,1.00,3.00,2.00,3.00,2.00,1.00,2.00,4.00,5.00,5.00,5.00,5.00,4.00,1.00,1.00,2.00,1.00,1.00,1.00,3.00,1.00,3.00,4.00,4.00,6.00,6.00,3.00,2.00,5.00,3.00,1.00,1.00,1.00,1.00,2.00,1.00,2.00,3.00,4.00,2.00,5.00,5.00,3.00,3.00,3.00,2.00,4.00,Male,20.00,indigenous,single,4000.00,5.00,exact_ biological_sciences
78.00,2.00,3.00,1.00,1.00,1.00,3.00,3.00,3.00,3.00,2.00,3.00,3.00,1.00,1.00,4.00,1.00,2.00,1.00,3.00,1.00,3.00,4.00,2.00,4.00,3.00,4.00,3.00,3.00,4.00,3.00,2.00,2.00,4.00,2.00,3.00,5.00,6.00,7.00,7.00,5.00,2.00,3.00,3.00,4.00,4.00,5.00,4.00,5.00,1.00,2.00,4.00,4.00,4.00,3.00,5.00,4.00,5.00,3.00,5.00,3.00,Male,19.00,white,single,2000.00,3.00,exact_ biological_sciences
79.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,4.00,4.00,5.00,5.00,4.00,4.00,4.00,4.00,5.00,4.00,5.00,5.00,5.00,5.00,5.00,5.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3.00,3.00,2.00,4.00,1.00,1.00,1.00,1.00,1.00,1.00,4.00,4.00,4.00,5.00,5.00,4.00,5.00,4.00,4.00,4.00,Female,20.00,brown,single,3500.00,4.00,social_sciences_arts_education
80.00,4.00,5.00,4.00,5.00,5.00,5.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,5.00,4.00,1.00,3.00,2.00,3.00,3.00,4.00,5.00,5.00,5.00,4.00,5.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2.00,2.00,4.00,3.00,2.00,5.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,4.00,2.00,2.00,3.00,4.00,3.00,3.00,4.00,3.00,2.00,3.00,Male,21.00,white,single,2700.00,4.00,social_sciences_arts_education
81.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,4.00,4.00,5.00,2.00,2.00,1.00,4.00,3.00,5.00,5.00,5.00,5.00,5.00,5.00,1.00,1.00,1.00,3.00,2.00,1.00,1.00,1.00,2.00,4.00,4.00,6.00,4.00,4.00,1.00,2.00,2.00,2.00,3.00,3.00,3.00,2.00,1.00,1.00,5.00,5.00,5.00,5.00,4.00,5.00,5.00,5.00,5.00,5.00,Female,21.00,white,single,3000.00,5.00,healthcare 
82.00,2.00,2.00,2.00,2.00,4.00,5.00,5.00,5.00,4.00,3.00,3.00,4.00,4.00,1.00,2.00,2.00,2.00,1.00,3.00,1.00,5.00,5.00,5.00,5.00,4.00,5.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3.00,3.00,5.00,3.00,3.00,1.00,5.00,4.00,5.00,5.00,4.00,3.00,4.00,3.00,3.00,4.00,4.00,5.00,4.00,2.00,2.00,4.00,3.00,4.00,2.00,Female,25.00,brown,married_partnered,1800.00,2.00,healthcare 
83.00,1.00,1.00,5.00,1.00,3.00,5.00,5.00,3.00,5.00,5.00,5.00,3.00,5.00,5.00,3.00,3.00,3.00,5.00,5.00,3.00,5.00,3.00,5.00,3.00,3.00,5.00,1.00,6.00,7.00,7.00,4.00,4.00,7.00,1.00,7.00,7.00,7.00,1.00,1.00,1.00,3.00,5.00,3.00,5.00,3.00,1.00,3.00,3.00,1.00,1.00,3.00,3.00,5.00,5.00,5.00,1.00,5.00,5.00,3.00,3.00,Male,24.00,white,single,3000.00,4.00,healthcare 
85.00,2.00,3.00,4.00,5.00,3.00,3.00,5.00,5.00,5.00,5.00,5.00,5.00,4.00,3.00,3.00,5.00,4.00,2.00,5.00,5.00,5.00,4.00,5.00,4.00,4.00,5.00,1.00,1.00,1.00,1.00,1.00,1.00,3.00,1.00,1.00,4.00,4.00,4.00,4.00,4.00,4.00,5.00,5.00,5.00,4.00,3.00,4.00,4.00,4.00,5.00,2.00,2.00,2.00,3.00,3.00,3.00,5.00,3.00,3.00,3.00,Male,20.00,white,single,900.00,3.00,social_sciences_arts_education
86.00,3.00,4.00,4.00,4.00,1.00,5.00,4.00,5.00,5.00,5.00,5.00,3.00,5.00,4.00,5.00,5.00,5.00,4.00,5.00,3.00,5.00,3.00,3.00,4.00,2.00,5.00,1.00,1.00,2.00,1.00,1.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4.00,2.00,1.00,1.00,5.00,4.00,5.00,4.00,1.00,2.00,4.00,3.00,4.00,5.00,5.00,3.00,2.00,5.00,3.00,4.00,Female,18.00,white,single,8000.00,3.00,social_sciences_arts_education
87.00,3.00,3.00,5.00,5.00,4.00,5.00,4.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,4.00,5.00,4.00,3.00,4.00,5.00,4.00,4.00,4.00,4.00,4.00,4.00,1.00,1.00,1.00,2.00,1.00,1.00,2.00,1.00,5.00,3.00,1.00,1.00,1.00,1.00,4.00,5.00,5.00,4.00,4.00,3.00,5.00,4.00,4.00,4.00,3.00,4.00,4.00,3.00,3.00,4.00,4.00,4.00,4.00,3.00,Female,23.00,white,single,1300.00,5.00,healthcare 
88.00,4.00,3.00,3.00,4.00,4.00,4.00,4.00,4.00,5.00,4.00,4.00,4.00,3.00,1.00,3.00,3.00,3.00,2.00,1.00,2.00,5.00,5.00,5.00,5.00,1.00,4.00,1.00,1.00,5.00,1.00,1.00,1.00,2.00,1.00,1.00,4.00,4.00,3.00,4.00,4.00,2.00,3.00,3.00,3.00,2.00,3.00,2.00,2.00,2.00,2.00,3.00,4.00,4.00,4.00,3.00,4.00,4.00,4.00,4.00,4.00,Female,20.00,white,single,2000.00,4.00,social_sciences_arts_education
89.00,3.00,3.00,3.00,3.00,5.00,3.00,4.00,4.00,4.00,4.00,4.00,3.00,4.00,4.00,5.00,5.00,5.00,4.00,3.00,3.00,4.00,4.00,2.00,4.00,2.00,4.00,1.00,2.00,2.00,3.00,1.00,4.00,1.00,1.00,1.00,4.00,1.00,7.00,7.00,3.00,3.00,5.00,5.00,5.00,3.00,2.00,2.00,5.00,3.00,3.00,2.00,2.00,4.00,4.00,4.00,2.00,2.00,1.00,3.00,3.00,Female,18.00,brown,single,5000.00,4.00,healthcare 
90.00,3.00,3.00,3.00,3.00,5.00,3.00,4.00,4.00,4.00,4.00,4.00,3.00,4.00,4.00,5.00,5.00,5.00,4.00,3.00,3.00,4.00,4.00,2.00,4.00,2.00,4.00,1.00,2.00,2.00,3.00,1.00,4.00,1.00,1.00,1.00,4.00,1.00,7.00,7.00,3.00,3.00,5.00,5.00,5.00,3.00,2.00,2.00,5.00,3.00,3.00,2.00,2.00,4.00,4.00,4.00,2.00,2.00,1.00,3.00,3.00,Female,18.00,brown,single,5000.00,4.00,healthcare 
91.00,3.00,5.00,5.00,3.00,2.00,5.00,4.00,4.00,5.00,5.00,5.00,4.00,5.00,5.00,5.00,5.00,5.00,3.00,5.00,3.00,5.00,5.00,5.00,4.00,4.00,4.00,1.00,3.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,5.00,5.00,4.00,5.00,3.00,4.00,5.00,5.00,5.00,2.00,2.00,5.00,2.00,4.00,4.00,3.00,2.00,3.00,4.00,4.00,3.00,4.00,3.00,3.00,3.00,Male,25.00,brown,single,1500.00,4.00,exact_ biological_sciences
93.00,5.00,3.00,3.00,1.00,3.00,5.00,3.00,5.00,5.00,5.00,3.00,5.00,3.00,3.00,1.00,1.00,3.00,1.00,5.00,3.00,5.00,5.00,5.00,5.00,1.00,5.00,1.00,1.00,3.00,4.00,1.00,1.00,2.00,1.00,3.00,1.00,1.00,1.00,1.00,1.00,5.00,5.00,5.00,4.00,4.00,3.00,3.00,5.00,1.00,3.00,1.00,5.00,5.00,5.00,5.00,3.00,5.00,3.00,4.00,4.00,Female,24.00,brown,single,3000.00,5.00,exact_ biological_sciences
94.00,5.00,5.00,5.00,4.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,4.00,3.00,1.00,4.00,2.00,3.00,5.00,4.00,5.00,5.00,5.00,6.00,5.00,6.00,2.00,1.00,2.00,4.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,2.00,5.00,2.00,4.00,4.00,1.00,1.00,1.00,1.00,1.00,4.00,4.00,5.00,5.00,5.00,4.00,5.00,5.00,5.00,5.00,Male,20.00,brown,single,700.00,3.00,exact_ biological_sciences
95.00,5.00,5.00,4.00,3.00,5.00,4.00,4.00,5.00,5.00,5.00,4.00,3.00,5.00,4.00,5.00,4.00,3.00,1.00,3.00,1.00,5.00,5.00,4.00,5.00,4.00,5.00,1.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4.00,5.00,5.00,1.00,1.00,1.00,1.00,3.00,1.00,1.00,4.00,3.00,5.00,3.00,5.00,5.00,4.00,5.00,3.00,5.00,Female,22.00,brown,single,4000.00,4.00,social_sciences_arts_education
96.00,4.00,3.00,2.00,3.00,3.00,2.00,3.00,4.00,5.00,4.00,3.00,4.00,2.00,1.00,2.00,2.00,2.00,4.00,2.00,2.00,3.00,5.00,4.00,4.00,1.00,4.00,5.00,2.00,3.00,2.00,3.00,1.00,5.00,6.00,2.00,1.00,2.00,2.00,1.00,1.00,1.00,4.00,4.00,3.00,2.00,2.00,3.00,2.00,3.00,2.00,3.00,3.00,4.00,5.00,3.00,3.00,5.00,5.00,5.00,3.00,Male,22.00,white,single,2000.00,4.00,exact_ biological_sciences
97.00,4.00,5.00,5.00,5.00,5.00,5.00,5.00,4.00,5.00,5.00,4.00,4.00,3.00,4.00,5.00,5.00,5.00,2.00,3.00,2.00,5.00,3.00,5.00,5.00,4.00,5.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4.00,2.00,1.00,4.00,3.00,5.00,5.00,4.00,2.00,2.00,5.00,1.00,1.00,2.00,3.00,3.00,4.00,4.00,4.00,3.00,3.00,4.00,4.00,Female,21.00,white,single,600.00,3.00,social_sciences_arts_education
98.00,3.00,2.00,2.00,3.00,3.00,2.00,4.00,2.00,4.00,5.00,4.00,5.00,4.00,2.00,4.00,4.00,3.00,2.00,2.00,3.00,4.00,5.00,5.00,4.00,3.00,4.00,1.00,1.00,1.00,1.00,4.00,3.00,1.00,4.00,4.00,1.00,1.00,1.00,1.00,1.00,3.00,2.00,3.00,3.00,1.00,3.00,1.00,2.00,3.00,2.00,3.00,3.00,4.00,5.00,4.00,4.00,4.00,3.00,3.00,4.00,Female,22.00,brown,married_partnered,1000.00,2.00,social_sciences_arts_education
99.00,3.00,5.00,5.00,5.00,5.00,5.00,5.00,4.00,5.00,5.00,4.00,4.00,4.00,5.00,4.00,4.00,5.00,2.00,2.00,3.00,4.00,3.00,4.00,3.00,4.00,4.00,1.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,2.00,2.00,7.00,4.00,1.00,2.00,5.00,5.00,5.00,5.00,2.00,4.00,4.00,2.00,2.00,3.00,3.00,4.00,5.00,5.00,4.00,4.00,5.00,4.00,4.00,Male,21.00,brown,single,800.00,4.00,social_sciences_arts_education
100.00,1.00,4.00,4.00,4.00,4.00,5.00,5.00,4.00,5.00,5.00,5.00,4.00,5.00,5.00,3.00,5.00,5.00,1.00,4.00,2.00,5.00,5.00,4.00,4.00,5.00,5.00,1.00,1.00,3.00,1.00,1.00,1.00,2.00,1.00,1.00,5.00,3.00,5.00,4.00,4.00,5.00,5.00,5.00,5.00,2.00,1.00,1.00,4.00,1.00,2.00,3.00,3.00,5.00,5.00,5.00,4.00,3.00,5.00,5.00,4.00,Female,19.00,white,single,1500.00,6.00,healthcare 
