df_hora,tcle,prof_educao_basica,atuou_meses,dass1,dass2,dass3,dass4,dass5,dass6,dass7,dass8,dass9,dass10,dass11,dass12,dass13,dass14,dass15,dass16,dass17,dass18,dass19,dass20,dass21,n_escolas,eactd1,eactd2,eactd3,eactd4,eactd5,eactd6,eactd7,eactd8,eactd9,eactd10,eactd11,eactd12,eactd13,eactd14,eactd15,eactd16,eactd17,eactd18,eactd19,eactd20,eactd21,eactd22,eactd23,eactd24,eactd25,eactd26,eactd27,eactd28,eactd29,eactd30,eactd31,eactd32,eactd33,eactd34,eactd35,eactd36,eactd37,eactd38,eactd39,eactd40,eactd41,eactd42,eactd43,eactd44,eactd45,eactd46,eactd47,eactd48,eactd49,eactd50,eactd51,eactd52,eactd53,eactd54,eactd55,eactd56,eactd57,eactd58,ehelde1,ehelde2,ehelde3,ehelde4,ehelde5,ehelde6,ehelde7,ehelde8,ehelde9,ehelde10,ehelde11,ehelde12,ehelde13,ehelde14,ehelde15,ehelde16,ehelde17,ehelde18,ehelde19,ehelde20,ehelde21,ehelde22,ehelde23,ehelde24,ehelde25,ehelde26,ehelde27,ehelde28,ehelde29,ehelde30,ehelde31,ehelde32,ehelde33,ehelde34,ehelde35,ehelde36,ehelde37,ehelde38,ehelde39,ehelde40,ehelde41,ehelde42,ehelde43,ehelde44,ehelde45,ehelde46,ehelde47,ehelde48,ehelde49,ehelde50,ehelde51,ehelde52,ehelde53,ehelde54,idade,sexo,genero,corraca,estadocivil,escolaridade,rendafamiliar,deprenda,ndeensino,contrato,deficiencia,meioescola,estado,rede,tempoexperiencia
2023-07-28T05:47:56Z,Sim,Não,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-06-27T08:21:41Z,Sim,Sim,Sim,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1 Escola,5,2,5,5,1,1,1,3,3,5,5,3,2,1,5,3,3,3,1,5,2,1,5,1,3,2,3,2,5,5,1,5,1,3,1,5,3,1,1,1,5,1,5,5,5,1,2,1,3,5,5,1,1,3,5,3,1,3,8,9,9,9,1,9,9,8,1,1,9,9,1,1,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,1,9,1,9,9,9,9,9,9,9,9,9,9,8,7,7,9,9,9,52,Feminino,Mulher cis,Pardo,Casado(a),Curso superior completo,3000,2,Educação Infantil,Temporário/Substituto,Não,Urbano,Santa Catarina,Privada,1
2023-08-09T03:36:53Z,Sim,Sim,Sim,0,1,0,1,1,0,0,1,0,1,1,1,0,1,0,0,0,1,0,0,0,1 Escola,3,2,3,2,5,3,3,2,2,3,4,2,2,3,3,4,2,2,2,2,4,3,3,3,3,3,5,4,2,3,1,2,3,3,4,2,3,1,1,2,3,3,2,2,2,1,2,3,2,1,2,3,3,1,4,2,2,2,3,3,3,3,8,1,1,6,4,1,3,1,3,2,6,7,5,2,2,1,1,9,2,1,9,2,2,1,1,2,1,2,2,5,1,1,9,4,3,1,1,1,9,2,2,1,5,5,4,2,3,4,1,1,41,Masculino,Homem cis,Pardo,Casado(a),Especialização,3000,3,Fundamental II (Anos finais do Ensino Fundamental),Temporário/Substituto,Não,Urbano,Ceará,Municipal (pública),7
2023-07-18T01:24:38Z,Sim,Não,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-06-27T05:49:16Z,Sim,Sim,Sim,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mais de duas escolas,3,4,3,2,4,3,3,2,4,4,3,2,2,1,1,2,5,4,3,3,4,5,4,5,5,5,5,4,3,3,3,2,5,2,4,3,2,3,5,2,1,5,2,5,3,1,2,3,3,2,2,4,3,5,3,4,1,4,5,5,7,8,7,7,8,8,1,8,7,7,1,7,8,7,7,6,8,6,5,6,8,8,7,7,7,7,7,7,5,5,7,8,7,1,7,1,1,7,7,7,7,1,7,7,7,7,6,6,2,8,8,7,40,Feminino,Mulher cis,Preto,Solteiro(a),Mestrado,15000,1,Fundamental I (Anos iniciais do Ensino Fundamental);Educação de Jovens e Adultos (EJA),Efetivo/Concursado,Não,Urbano,Ceará,Municipal (pública),22
2023-06-27T06:22:40Z,Sim,Sim,Sim,1,2,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,2 Escolas,4,5,3,5,2,1,1,3,5,5,2,5,4,3,5,1,4,5,2,4,3,3,4,2,1,4,3,5,5,5,1,3,3,3,1,5,5,1,5,1,5,2,5,4,4,1,3,3,1,4,4,2,1,4,5,5,2,4,9,9,9,8,1,9,9,6,1,9,8,9,1,9,9,9,2,9,9,9,7,9,9,9,9,9,9,9,9,9,9,9,9,9,9,7,7,1,7,8,9,9,8,1,8,8,5,9,9,7,9,9,9,9,48,Feminino,Mulher cis,Pardo,Casado(a),Especialização,12000,3,Educação Infantil,Efetivo/Concursado,Não,Urbano,São Paulo,Municipal (pública),23
2023-06-27T03:43:45Z,Sim,Sim,Sim,1,2,3,2,1,0,1,2,3,2,1,0,1,2,3,2,1,0,1,2,3,1 Escola,2,3,4,5,1,2,3,4,5,1,2,3,4,5,1,2,3,4,5,1,2,3,4,5,1,2,3,4,5,1,2,3,4,5,1,2,3,4,5,1,2,3,4,5,1,2,3,4,5,1,2,3,4,5,1,2,3,4,6,7,5,8,3,4,8,2,4,5,7,3,8,2,6,3,7,4,4,3,8,4,2,8,2,8,2,3,7,3,8,4,7,3,7,2,8,2,1,9,1,9,2,8,3,7,3,6,2,8,1,9,8,3,43,Masculino,Homem cis,Branco,Solteiro(a),Doutorado,1000,1,Ensino Médio,Temporário/Substituto,Não,Urbano,Mato Grosso do Sul,Estadual (pública),4
2023-08-08T10:48:37Z,Sim,Sim,Sim,0,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,0,1 Escola,4,3,3,2,2,2,1,4,4,4,4,2,3,3,3,3,3,3,2,3,4,3,4,2,2,3,2,4,3,3,2,2,4,4,4,2,2,3,3,3,3,3,1,2,2,1,2,4,3,3,4,3,3,3,2,3,1,2,6,6,7,6,3,5,7,5,3,8,7,8,2,8,6,8,5,5,7,8,5,4,4,4,5,7,7,7,7,7,6,4,4,6,6,3,4,4,4,4,6,6,7,3,7,7,4,4,6,4,7,7,7,7,40,Feminino,Mulher cis,Branco,Casado(a),Especialização,7000,4,Fundamental II (Anos finais do Ensino Fundamental),Efetivo/Concursado,Não,Urbano,Rio Grande do Sul,Municipal (pública),15
2023-06-27T02:33:40Z,Sim,Sim,Não,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-07-03T09:04:30Z,Sim,Sim,Sim,2,2,2,2,1,0,0,1,2,2,1,2,1,1,2,1,2,1,1,1,1,1 Escola,3,5,2,3,3,2,2,3,5,5,4,3,5,2,5,5,3,3,3,4,3,2,4,2,2,2,1,2,5,5,1,5,2,4,2,5,4,1,1,1,5,2,4,4,4,2,5,1,5,4,4,2,1,3,2,3,2,5,9,9,9,9,6,9,8,9,2,9,9,9,1,9,9,9,5,8,9,8,9,9,9,9,8,9,8,9,8,9,8,8,8,9,7,8,8,7,9,9,9,9,9,2,8,7,9,8,8,8,8,8,9,8,41,Feminino,Mulher cis,Pardo,Solteiro(a),Curso superior incompleto,2640,6,Fundamental I (Anos iniciais do Ensino Fundamental),Temporário/Substituto,Não,Urbano,Ceará,Municipal (pública),7
2023-07-18T01:33:42Z,Sim,Sim,Sim,0,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1 Escola,3,3,4,3,3,4,3,2,4,3,4,2,2,3,3,4,4,2,3,3,4,3,3,2,4,3,2,4,2,2,3,3,3,3,4,3,3,1,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,2,2,3,3,5,5,5,8,5,7,6,1,5,6,2,7,4,6,4,7,3,6,2,2,5,2,5,5,4,5,2,2,2,2,2,3,2,3,5,3,5,8,2,5,3,4,5,5,3,3,2,4,5,7,4,4,6,37,Masculino,Homem cis,Pardo,União estável,Especialização,5000,4,Fundamental II (Anos finais do Ensino Fundamental),Efetivo/Concursado,Não,Urbano,Ceará,Municipal (pública),12
2023-07-18T03:07:30Z,Sim,Não,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-08-05T11:02:36Z,Sim,Sim,Sim,1,1,0,0,0,0,0,1,0,0,2,3,1,0,0,0,0,1,1,1,0,Mais de duas escolas,4,4,3,5,2,2,1,4,3,4,4,3,4,1,4,4,3,2,2,4,4,4,4,2,2,2,3,2,5,5,2,4,3,3,2,4,3,2,5,2,4,3,4,4,3,2,4,4,2,3,4,4,2,3,2,5,2,5,9,9,9,9,5,9,9,9,1,5,9,8,1,9,9,9,8,8,9,9,8,9,9,9,9,8,9,9,9,9,8,9,9,9,8,8,8,1,9,9,9,9,9,1,9,8,9,9,8,9,8,9,9,9,31,Feminino,Mulher cis,Branco,Casado(a),Especialização,6000,2,Fundamental I (Anos iniciais do Ensino Fundamental),Efetivo/Concursado,Não,Rural,Pernambuco,Municipal (pública),16
2023-06-27T05:19:21Z,Sim,Sim,Sim,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2 Escolas,3,3,4,4,1,1,1,3,3,3,5,3,3,1,3,3,2,3,1,3,2,3,4,1,1,3,3,3,5,5,1,3,3,3,1,3,3,1,3,1,3,2,5,3,3,1,3,2,2,3,3,3,1,1,3,2,1,1,6,8,8,8,5,8,8,8,1,8,8,8,6,8,8,8,8,8,8,8,8,9,8,9,8,9,9,9,9,8,9,9,9,9,9,5,9,6,9,9,9,9,9,9,9,9,9,9,9,9,5,9,9,9,44,Feminino,Mulher cis,Branco,Divorciado(a),Curso superior incompleto,3600,1,Educação Infantil,Efetivo/Concursado,Não,Urbano,Pará,Privada,13
2023-07-24T08:48:03Z,Sim,Sim,Não,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-06-27T07:34:56Z,Sim,Não,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-07-18T08:43:01Z,Sim,Sim,Não,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-06-27T09:16:05Z,Sim,Sim,Sim,1,2,2,1,2,2,2,2,1,2,2,1,2,2,1,2,1,2,1,1,2,2 Escolas,5,3,4,3,2,5,4,3,4,4,4,3,3,1,4,3,3,3,3,3,5,2,4,2,2,3,2,3,5,4,3,3,3,3,4,2,4,5,4,2,2,2,3,5,3,1,3,5,2,3,4,4,3,2,3,3,1,3,9,9,9,9,4,9,8,9,1,8,9,8,1,9,9,9,4,8,9,9,8,9,9,9,9,9,9,9,9,9,9,9,9,9,7,8,9,1,9,9,9,9,8,1,8,8,8,8,8,8,8,9,9,8,34,Masculino,Gay,Pardo,Casado(a),Mestrado,3700,2,Fundamental I (Anos iniciais do Ensino Fundamental),Temporário/Substituto,Não,Rural;Urbano,Rio Grande do Norte,Municipal (pública),14
2023-07-18T07:32:16Z,Sim,Sim,Sim,1,1,0,1,1,1,1,2,1,0,0,1,1,1,1,0,2,0,1,2,1,1 Escola,3,3,3,4,3,3,1,4,4,4,5,3,1,2,5,5,3,3,3,1,4,3,3,3,3,3,1,3,4,4,1,3,3,3,1,5,5,5,1,3,3,3,5,5,5,1,3,3,3,5,5,1,1,3,5,1,1,1,2,3,2,2,2,2,5,2,2,3,2,5,8,2,2,2,3,5,2,2,2,2,3,5,2,4,4,5,6,6,5,2,6,6,6,6,6,6,5,6,5,5,5,5,5,6,2,6,5,6,7,7,6,5,40,Feminino,Mulher cis,Pardo,Casado(a),Curso superior completo,1500,4,Atendimento Educacional Especializado (AEE),Temporário/Substituto,Não,Urbano,Espírito Santo,Municipal (pública),5
2023-06-27T08:52:34Z,Sim,Não,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-06-28T02:16:16Z,Sim,Sim,Sim,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1 Escola,5,4,3,5,1,1,1,3,4,4,2,4,3,1,4,5,3,2,3,5,3,2,4,2,4,2,2,2,4,3,1,3,3,3,2,1,2,3,1,1,4,3,3,3,2,1,3,2,2,1,5,3,3,3,2,3,2,1,3,9,8,8,1,8,8,8,1,8,8,8,1,9,8,8,8,8,8,8,8,8,8,8,8,9,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,8,8,8,8,8,8,1,8,8,8,53,Feminino,Mulher,Pardo,Solteiro(a),Especialização,2200,2,Fundamental I (Anos iniciais do Ensino Fundamental),Efetivo/Concursado,Não,Urbano,Bahia,Municipal (pública),20
2023-06-30T06:05:23Z,Sim,Sim,Não,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-07-18T05:56:08Z,Sim,Sim,Não,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-06-30T08:54:20Z,Sim,Sim,Sim,0,0,1,0,0,1,0,1,1,1,2,2,2,0,0,2,2,2,0,0,0,2 Escolas,3,4,1,4,3,3,3,3,5,5,3,3,4,5,3,5,3,3,2,5,5,2,3,2,4,3,3,5,5,5,3,4,3,5,3,2,3,3,5,2,5,5,2,4,3,1,2,5,5,3,3,3,3,5,3,5,3,5,7,6,7,7,7,6,7,9,7,6,9,8,7,7,9,8,9,5,7,6,3,7,8,8,7,6,7,4,5,8,4,5,5,9,4,9,9,5,6,6,4,8,8,3,8,6,9,9,6,4,6,6,6,7,57,Feminino,Mulher cis,Pardo,Casado(a),Especialização,4700,1,Educação Infantil;Fundamental I (Anos iniciais do Ensino Fundamental),Temporário/Substituto;Efetivo/Concursado,Não,Urbano,Ceará,Municipal (pública),26
2023-07-18T05:39:36Z,Sim,Sim,Não,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-07-18T12:23:55Z,Sim,Sim,Não,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-07-08T11:53:10Z,Sim,Sim,Sim,0,1,1,0,0,0,1,2,0,0,2,2,1,2,2,2,2,1,2,2,1,1 Escola,3,2,4,2,5,3,4,2,3,3,4,2,3,5,3,3,4,4,5,3,5,4,2,3,3,5,4,3,2,3,3,3,4,3,3,1,2,5,3,5,3,2,4,3,3,1,2,3,5,1,3,3,5,5,3,4,3,4,1,1,4,1,2,3,1,1,9,1,1,5,9,1,3,3,5,1,1,1,2,1,1,9,1,9,1,6,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,9,1,6,9,1,1,1,1,1,1,2,38,Feminino,Prefiro não responder,Branco,Solteiro(a),Especialização,3450,1,Fundamental I (Anos iniciais do Ensino Fundamental),Efetivo/Concursado,Não,Urbano,Paraíba,Municipal (pública),5
2023-07-19T05:27:13Z,Sim,Sim,Não,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-06-28T07:18:29Z,Sim,Não,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-07-26T05:32:07Z,Sim,Sim,Sim,2,2,1,1,1,1,1,1,2,1,2,2,1,1,2,1,1,1,1,2,1,1 Escola,3,4,2,3,3,2,2,2,4,5,4,3,2,5,3,4,4,2,2,3,2,3,3,3,2,5,4,4,4,4,2,2,2,2,3,3,4,3,5,3,3,3,3,4,3,1,2,4,3,4,3,2,3,4,4,4,1,2,8,8,8,7,3,8,8,8,1,7,8,8,2,8,8,8,3,7,9,8,8,8,8,8,8,8,7,8,7,7,7,8,7,7,6,8,8,3,7,8,8,7,7,4,8,7,7,7,7,7,7,8,8,8,35,Masculino,Homem cis,Pardo,Casado(a),Mestrado,4500,4,Ensino Médio,Efetivo/Concursado,Não,Urbano,Ceará,Estadual (pública),10
